cutedge,competitiveness_index
554,1
573,1
569,1
574,1
586,1
606,1
613,1
609,0
581,0
575,1
612,1
613,1
608,1
591,1
589,2
588,2
600,2
596,2
587,0
584,0
571,1
569,1
579,1
548,1
550,1
534,2
541,2
540,2
553,2
556,0
552,0
566,1
547,1
559,1
542,1
543,1
547,2
529,2
518,2
508,2
507,0
548,0
565,1
578,1
596,1
590,1
605,1
641,2
615,2
615,2
632,2
638,0
623,0
640,1
635,1
642,1
657,1
632,1
640,2
674,2
677,2
654,2
661,0
664,0
673,1
681,1
648,1
666,1
668,1
668,2
716,2
703,2
709,2
728,0
724,0
713,1
730,1
743,1
757,1
758,1
755,2
755,2
769,2
757,2
753,0
776,1
767,2
740,2
738,2
710,2
681,2
682,2
695,2
696,2
663,2
660,0
651,1
643,2
663,2
635,2
628,2
609,2
605,2
594,2
586,2
569,2
615,0
581,1
583,1
581,1
574,1
568,1
574,1
576,1
598,1
599,1
595,1
608,0
617,1
615,1
604,1
639,1
626,1
614,1
611,1
628,1
606,1
602,1
592,0
607,1
600,1
630,1
632,1
642,1
634,1
654,1
637,1
628,1
609,1
594,0
606,1
590,1
598,1
590,1
584,1
584,2
609,2
580,2
583,2
581,2
630,0
638,1
610,1
604,1
583,1
588,1
592,2
602,2
589,2
589,2
600,2
605,0
592,1
626,1
619,1
608,1
581,1
586,2
566,2
558,2
566,2
582,2
570,0
567,1
584,1
594,1
620,1
618,1
618,1
597,1
590,1
613,1
612,1
605,0
620,1
594,1
615,1
656,1
653,1
659,1
632,1
646,1
639,1
609,1
579,0
584,1
547,1
543,1
548,1
551,1
540,1
537,1
533,1
552,1
557,1
548,0
551,1
566,1
555,1
556,1
554,1
581,1
574,1
572,1
582,1
577,1
569,0
571,1
552,1
551,1
559,1
557,1
576,1
574,1
598,1
588,1
555,1
572,0
582,1
582,1
577,1
584,1
596,1
603,1
600,1
600,1
605,1
631,1
632,0
633,1
669,1
672,1
646,1
615,1
623,1
624,1
605,1
613,1
622,1
609,0
580,1
591,1
612,1
612,1
594,1
594,1
575,1
596,1
613,1
605,1
636,0
641,1
639,1
645,1
629,1
627,1
612,1
615,1
606,1
579,1
614,1
615,0
609,1
617,1
632,1
630,1
614,1
609,1
606,1
621,1
643,1
641,1
656,0
657,0
655,0
648,0
645,0
650,0
664,0
672,0
674,0
679,0
672,0
678,0
675,0
669,0
656,0
678,0
654,0
645,0
647,0
640,0
648,0
659,0
659,0
638,0
633,0
633,0
609,0
617,0
614,0
627,0
590,0
591,0
599,1
584,0
594,1
588,1
605,1
605,1
613,1
615,1
616,1
603,1
608,1
628,2
619,0
624,1
625,1
615,1
612,1
600,1
575,1
577,1
578,1
538,1
558,2
573,0
570,1
565,1
584,1
610,1
606,1
587,1
591,1
603,1
604,1
587,1
579,0
595,1
583,1
579,1
589,1
564,1
573,1
576,1
580,1
579,1
566,1
595,0
589,1
589,2
583,2
589,2
577,2
570,2
580,2
557,2
558,2
561,2
583,0
584,1
589,2
622,2
600,2
583,2
542,2
558,2
575,2
574,2
574,2
569,0
575,1
604,1
611,1
602,1
625,1
615,1
633,1
626,1
630,1
631,1
616,0
586,1
585,1
623,1
637,1
627,1
626,1
608,1
590,1
577,1
578,1
589,0
606,1
586,1
578,1
577,1
576,1
579,1
588,1
583,1
566,1
554,1
559,0
556,1
562,1
574,1
583,1
598,1
607,1
606,1
612,1
603,1
605,1
613,0
600,1
614,1
603,1
613,1
614,1
598,1
594,1
578,1
573,1
598,1
600,0
600,1
601,1
595,1
591,1
597,1
597,1
603,1
607,1
615,1
631,2
634,0
640,1
679,1
684,1
687,1
677,1
664,1
654,1
649,1
633,1
603,2
586,0
584,1
573,1
581,1
579,1
616,1
630,1
629,1
611,1
580,1
582,2
567,0
545,1
564,1
564,1
547,1
544,1
535,1
576,1
576,1
583,1
616,2
578,0
569,1
562,1
554,1
578,1
609,1
648,1
633,1
644,1
645,1
669,2
669,0
644,1
634,1
631,1
627,1
614,1
600,1
597,1
547,1
546,1
542,2
549,1
585,2
571,2
588,2
581,2
553,2
523,2
597,2
612,2
614,2
592,2
532,1
520,1
528,1
538,1
549,1
555,1
590,1
617,1
607,1
599,1
558,1
553,0
562,0
548,0
549,0
548,0
580,0
584,0
557,0
535,0
522,0
550,0
561,0
569,0
584,0
584,0
585,0
594,1
593,1
592,1
599,1
568,1
574,1
559,0
551,0
550,0
543,0
546,0
541,1
564,1
567,1
584,1
573,1
616,1
620,0
607,0
624,0
622,0
599,0
604,1
623,1
621,1
595,1
593,1
654,1
619,0
634,0
622,0
646,0
655,0
645,1
609,1
628,1
612,1
621,1
611,1
601,0
613,0
632,0
619,0
625,0
640,1
648,1
640,1
649,1
665,1
645,1
649,0
640,0
653,0
652,0
609,0
600,1
631,1
606,1
609,1
608,1
630,1
605,0
601,0
612,0
600,0
607,0
627,0
640,0
666,1
658,1
611,1
595,1
620,0
609,0
666,0
667,0
612,0
635,0
620,0
634,1
626,1
622,1
623,1
624,0
639,0
637,0
638,0
658,0
638,0
619,0
628,1
628,1
641,1
630,1
639,0
655,0
651,0
672,1
693,1
692,1
654,1
646,2
672,2
638,2
633,2
671,0
661,0
662,0
613,1
618,1
637,1
633,1
669,2
664,2
663,2
632,2
634,0
626,0
634,0
624,1
644,1
609,1
600,1
599,2
613,2
606,2
593,2
586,0
615,0
618,0
586,1
569,1
559,1
533,1
527,2
532,2
530,2
544,2
534,0
542,0
534,0
529,0
499,0
499,1
505,1
506,2
514,2
523,2
534,2
572,0
561,1
563,1
563,1
570,1
613,2
607,2
604,2
608,2
602,2
598,2
586,0
563,1
574,1
565,1
553,1
550,2
551,2
564,2
561,2
593,2
611,2
614,0
580,1
578,1
575,1
572,1
564,1
550,1
561,1
553,1
566,1
558,1
548,0
552,1
556,1
559,1
547,1
549,2
539,2
513,2
545,2
548,2
547,2
532,0
533,1
510,1
536,1
541,1
509,2
522,2
535,2
527,2
544,2
541,2
530,0
517,1
540,1
542,1
543,1
552,2
544,2
567,2
577,2
553,2
549,2
551,0
562,0
596,0
590,0
594,0
605,1
610,2
585,2
570,2
575,2
567,2
575,0
581,0
574,0
595,0
600,0
583,0
585,1
615,1
639,1
639,1
616,1
623,0
614,0
577,0
578,1
590,1
592,1
600,2
581,2
558,2
552,2
554,2
562,0
569,0
580,0
588,1
611,1
613,1
599,2
607,2
588,2
578,2
562,2
565,0
562,0
545,0
571,0
577,0
587,0
574,1
584,1
585,1
590,1
577,1
577,0
605,0
608,0
610,0
616,0
612,0
604,1
584,1
584,1
589,1
610,1
605,0
640,0
641,0
632,0
639,0
643,0
613,1
606,1
606,1
596,1
600,1
591,0
594,0
574,0
576,0
603,0
592,0
608,1
607,1
613,1
610,1
606,1
600,0
592,0
547,0
548,0
552,0
535,0
522,1
522,1
520,1
524,1
516,1
529,0
540,0
552,0
570,1
573,1
600,1
605,1
596,1
597,1
595,1
595,1
600,0
581,0
582,0
588,1
582,1
575,1
539,1
563,1
559,1
570,1
562,1
555,0
563,0
570,0
558,1
555,1
559,1
563,1
559,1
557,1
570,1
566,1
547,0
541,0
545,0
545,1
549,1
552,1
564,1
563,1
560,1
568,1
552,1
566,0
558,0
582,0
583,1
595,1
597,1
547,1
576,1
582,1
584,1
591,1
578,0
570,0
555,0
561,1
559,1
555,1
558,1
576,1
576,1
592,1
582,1
578,0
569,0
563,0
571,1
532,1
531,1
551,1
546,1
533,1
532,1
564,1
585,0
585,0
595,0
610,1
620,1
621,1
618,1
614,1
583,1
568,1
567,1
576,0
572,0
610,0
625,1
629,1
628,1
617,1
627,1
636,1
642,1
646,1
657,0
640,0
688,0
698,1
688,1
673,1
666,1
665,1
667,1
659,1
642,1
653,0
647,0
646,0
636,1
632,1
634,1
629,1
611,1
603,1
593,1
568,1
573,0
581,0
561,0
577,1
587,1
581,1
583,1
586,1
602,1
613,1
612,1
642,0
648,0
623,0
630,1
638,1
620,1
616,1
638,1
636,1
643,1
661,1
675,0
694,0
675,0
668,1
662,1
652,1
645,1
638,1
642,1
661,1
669,1
671,0
672,0
657,0
649,1
651,1
655,1
654,1
641,1
662,1
652,1
664,1
649,0
644,0
614,0
617,1
623,1
630,1
631,1
616,1
617,1
612,1
678,1
666,0
663,0
684,0
682,1
643,1
675,1
664,1
683,1
677,1
693,1
683,1
691,0
682,0
673,0
641,1
607,1
588,1
594,1
608,1
628,1
615,1
610,1
628,0
642,0
616,0
615,1
612,1
610,1
567,1
575,1
571,1
636,1
597,1
621,0
618,0
636,0
644,1
616,1
625,1
605,1
606,1
594,1
576,1
579,1
577,0
562,0
581,0
597,1
580,1
586,1
632,1
630,1
573,1
585,1
587,1
626,0
630,0
591,0
589,1
561,1
549,1
541,1
530,1
542,1
553,1
548,1
548,0
552,0
559,0
570,1
569,1
575,1
577,1
581,1
564,1
567,1
555,1
556,0
563,0
559,0
559,1
563,1
549,1
543,1
537,1
541,1
543,1
567,1
566,0
574,0
578,0
567,1
579,1
570,1
595,1
578,1
602,1
610,1
594,1
595,0
589,0
586,0
615,1
613,1
611,1
612,1
611,1
565,1
588,1
621,1
629,0
617,0
622,0
629,1
623,1
632,1
639,1
607,1
602,1
608,1
586,1
569,0
562,0
577,0
583,1
587,1
617,1
621,1
638,1
638,1
650,1
650,1
630,0
636,0
649,0
638,1
640,1
641,1
635,1
630,1
616,1
630,1
659,1
632,0
635,0
629,0
647,1
623,1
598,1
596,1
598,1
592,1
602,1
601,1
605,0
603,0
609,0
581,1
583,1
597,1
594,2
600,2
607,2
657,2
664,2
693,0
697,0
691,0
648,1
618,1
638,1
653,2
674,2
671,2
678,2
631,2
615,0
580,0
587,0
585,1
577,1
578,1
580,2
582,2
601,2
594,2
580,2
587,0
600,0
574,1
572,2
582,2
579,2
569,2
569,2
569,2
575,2
574,2
578,0
573,0
558,1
569,2
576,2
581,2
617,2
595,2
582,2
570,2
569,2
599,1
596,1
584,1
561,2
561,2
571,2
576,2
584,2
586,2
567,2
554,2
553,1
549,1
549,1
546,2
550,2
540,2
559,2
549,2
577,2
570,2
541,2
548,1
562,1
592,1
584,2
594,2
581,2
573,2
570,2
554,2
564,2
550,2
545,0
550,0
568,0
583,1
578,1
580,1
586,1
583,1
581,1
568,1
570,1
582,0
585,0
621,0
643,1
634,1
613,1
618,1
630,1
636,1
634,1
657,1
645,0
641,0
645,0
634,1
644,1
633,1
659,1
631,1
636,1
648,1
684,1
711,1
693,1
709,1
736,2
714,2
713,2
708,2
700,2
749,2
709,2
719,2
671,1
671,1
663,1
609,2
610,2
614,2
597,2
600,2
591,2
590,2
603,2
589,1
568,1
570,1
559,2
528,2
530,2
525,2
532,2
535,2
533,2
538,2
552,0
549,0
540,0
526,1
554,1
555,1
561,2
560,2
546,2
540,2
516,2
521,0
513,0
516,0
543,1
540,1
550,1
558,2
584,2
605,2
620,2
629,2
610,0
618,0
602,0
608,1
591,1
600,2
592,2
592,2
603,2
593,2
577,2
610,0
602,0
606,0
591,1
575,1
570,2
562,2
564,2
576,2
549,2
546,2
579,0
572,0
570,0
554,1
537,1
536,2
551,2
568,2
527,2
540,2
540,2
548,0
536,0
546,0
557,0
549,0
535,1
550,2
549,2
512,2
518,2
504,2
494,0
490,0
545,0
484,0
485,0
503,1
509,2
521,2
521,2
525,2
517,2
585,0
618,0
557,0
535,0
529,0
526,1
510,2
505,2
499,2
508,2
516,2
506,0
491,0
484,0
482,0
482,0
482,1
490,2
510,2
528,2
531,2
510,2
515,0
510,0
527,0
521,0
543,0
551,1
544,2
574,2
578,2
585,2
584,2
590,0
580,0
552,0
551,0
549,0
527,0
502,1
536,1
528,1
553,1
576,1
565,0
533,0
532,0
550,0
551,0
584,0
598,1
596,1
597,1
602,1
625,1
617,0
641,0
615,0
572,0
607,0
662,0
638,1
629,1
633,1
635,1
624,1
608,0
617,0
602,0
539,0
549,0
542,0
556,1
533,1
531,1
557,1
553,1
547,0
579,0
585,0
578,0
555,0
560,0
554,1
561,1
548,1
562,1
560,1
540,0
577,0
585,0
609,0
609,0
578,0
607,1
610,1
573,1
612,1
620,1
610,0
614,0
626,0
628,0
632,0
649,0
669,1
675,1
675,1
640,1
650,1
625,0
619,0
628,0
643,0
646,0
638,0
610,1
634,1
610,1
609,1
628,1
617,0
629,0
619,0
606,0
598,0
610,0
613,1
616,1
607,1
616,1
618,1
636,0
634,0
637,0
639,0
644,0
626,0
628,0
630,0
630,0
618,0
629,0
635,0
615,0
597,0
588,0
602,0
589,0
580,0
589,0
593,0
604,0
579,0
554,0
560,0
559,0
540,0
563,0
570,0
565,0
596,0
597,0
582,0
610,0
609,0
602,0
603,0
592,0
576,0
588,0
583,0
572,0
572,0
575,0
577,0
583,0
590,0
657,0
654,0
643,0
668,0
671,0
631,0
640,0
624,0
617,0
567,0
581,0
559,0
550,1
552,1
580,1
569,1
552,1
545,1
553,1
584,1
594,0
581,0
572,0
571,0
570,0
593,0
590,1
592,1
595,1
588,1
587,1
577,0
575,0
546,0
559,0
564,0
572,0
569,1
573,1
549,1
548,1
543,1
539,0
523,1
512,1
514,1
535,1
532,1
548,2
534,2
536,2
538,2
548,2
555,0
556,1
560,1
565,1
570,1
555,1
557,2
551,2
558,2
556,2
572,2
566,0
591,1
616,1
580,1
564,1
598,1
600,1
579,2
565,2
526,2
546,2
577,0
585,1
575,1
553,1
551,1
565,1
578,1
583,2
576,2
587,2
629,2
604,0
603,1
580,1
563,1
560,1
563,1
557,1
567,2
549,2
565,2
589,2
594,0
590,1
623,1
611,1
605,1
602,1
585,1
569,2
607,2
585,2
597,2
597,0
591,1
590,1
538,1
540,1
537,1
539,1
526,2
539,2
544,2
539,2
537,0
557,0
534,0
540,0
542,0
545,1
570,1
595,2
580,2
555,2
541,2
543,0
519,0
517,0
513,0
524,0
517,1
535,1
561,1
566,1
587,1
629,1
579,0
581,1
569,1
598,1
604,1
617,1
617,1
663,1
659,1
620,1
621,1
640,0
641,1
646,1
642,1
619,1
640,1
638,1
634,1
632,1
629,1
586,1
585,1
594,2
591,2
600,2
643,2
645,2
629,2
623,2
626,2
586,2
608,2
575,1
573,1
602,1
609,1
626,1
638,1
641,1
647,1
642,2
641,2
642,2
633,1
645,1
643,1
629,1
619,1
604,1
624,1
626,1
630,2
636,2
641,2
627,1
611,1
610,1
589,1
603,1
582,1
616,1
617,1
609,1
622,1
633,1
636,1
606,1
586,1
589,1
594,1
593,1
584,1
581,1
581,1
580,1
582,1
624,1
587,1
602,1
604,2
582,2
583,2
579,2
595,2
615,2
596,2
577,2
602,1
608,1
620,1
612,2
606,2
590,2
579,2
581,2
580,2
584,2
584,2
585,1
572,1
589,1
590,2
580,2
607,2
613,2
620,2
618,2
619,2
623,2
620,1
620,1
617,1
611,1
614,1
646,1
630,1
604,2
594,2
578,2
572,2
597,0
586,0
595,0
594,0
603,0
586,0
553,0
567,1
545,1
597,1
563,1
571,0
573,0
562,0
580,0
579,0
585,0
577,0
572,1
572,1
577,1
594,1
638,0
638,0
593,0
588,0
581,0
567,0
598,0
601,0
615,0
595,0
585,0
590,0
578,0
580,0
620,0
639,0
624,0
597,0
585,0
573,0
575,0
597,0
595,0
598,0
600,0
556,0
567,0
562,0
608,0
609,0
572,0
591,0
610,0
599,0
594,0
601,0
592,1
601,1
633,1
570,1
586,1
582,1
587,1
590,1
590,0
603,0
668,0
671,1
654,1
599,1
585,1
604,1
610,1
615,1
622,1
600,0
571,0
600,0
595,1
588,1
592,1
601,1
606,1
623,1
602,1
605,1
627,0
617,0
618,0
581,1
580,1
591,1
603,1
599,1
610,1
630,1
608,1
588,0
589,0
589,0
574,1
583,1
605,1
604,1
608,1
613,1
622,1
618,1
594,0
580,0
582,0
576,1
583,1
593,1
554,1
551,1
555,1
540,1
562,1
550,1
550,1
564,1
562,2
561,2
567,2
584,2
590,2
601,2
614,2
633,2
631,1
632,1
611,1
652,2
629,2
621,2
618,2
621,2
625,2
646,3
650,3
639,1
641,1
631,1
612,2
621,2
636,2
664,2
656,2
653,2
654,3
671,3
647,1
643,1
